Date,00-01,01-02,02-03,03-04,04-05,05-06,06-07,07-08,08-09,09-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-00,Baseload,Peakload
2025-05-04,1.45,1.01,0.76,1.16,1.22,1.69,1.65,1.83,2.25,1.04,0.86,0.67,0.96,2.97,4.96,3.03,2.96,3,4.48,4.67,8.39,0.54,0.84,0.42,2.2,2.65
2025-05-05,3,3.34,3,2.94,3.05,9.7,17.03,9.69,5.23,3.03,3.07,6.27,10.45,6.62,11.4,7.65,5.09,4.72,3.37,2.96,2.94,2.95,3.07,5.26,5.66,5.82
2025-05-06,3.04,3,3,3.34,3.25,4.79,5.01,35.69,15.17,55.39,39.07,35.27,31,27.99,32.62,35.69,39.19,43.63,14.28,15,17.02,44.65,70.54,56.85,26.44,32.03
2025-05-07,55.11,46,42.96,36.4,38.91,60.47,84.64,143.95,123.21,93.39,70.84,69.21,56.65,42.81,57.56,65.36,52.7,88.17,100.46,89.03,98.72,16.73,17.42,16.43,65.3,75.78
2025-05-08,9.55,12.05,12.33,11.6,8.61,16.75,48.64,75.93,109.17,100.71,84.44,73.86,63,63.53,60.19,36.19,34.44,34.88,18.11,11.6,11.7,18.57,12.94,10.68,39.14,57.51
2025-05-09,21.37,17.09,10.29,6.55,5.25,9.67,36.93,40.98,29.99,20,28.59,48.03,49.44,44.9,42.58,47.06,31.96,25.91,29.99,32.45,36.66,32.48,13.7,14.1,28.17,35.91
2025-05-10,12.6,2.28,2.9,2.78,2.58,2.78,12.67,19.24,18.76,13.59,18.58,19.24,18.84,18.8,7.23,16.31,7.34,7.7,5.1,0.94,2.59,1,10.27,2.83,9.46,12.7
2025-05-11,0.8,0.92,0.89,2.24,3.26,7.73,9.89,0.87,0.97,9.9,17.51,9.91,5.98,4.6,2.16,2.28,3.27,0.81,11.72,19.97,7.73,1.02,0.84,0.92,5.26,7.42
2025-05-12,5.2,7.73,5.32,5.77,6.36,12.46,12.52,14.17,30,5.77,2.26,0.91,2.29,2.31,1,0.79,1.69,5.68,18.71,13.53,2.82,3.02,2.36,2.91,6.9,7.08
2025-05-13,0.11,0.26,0.44,0.16,0.23,2.27,24.14,12.65,0.81,0.19,0.51,0.22,-0.11,7.89,12.11,9.2,2.36,2.36,6.69,8.29,0.73,0.12,-0.04,0.15,3.82,4.21
2025-05-14,3.99,3.99,2.91,0.4,2.27,0.4,0.79,2.35,2.37,2.37,3.01,4.14,13.87,8.63,8.96,3.48,2.36,0.32,3.65,6.12,0.87,-3.82,0.08,0.34,3.08,4.94
2025-05-15,0.22,0.22,0.21,0.39,0.67,0.76,2.36,4,6.4,5.22,5.74,6.64,14.17,17.47,13.93,7.87,7.01,2.6,5.08,3.2,2.61,2.84,2.35,1.79,4.74,7.94
2025-05-16,2.8,2.59,3.21,3.03,3.48,5,6.06,6.19,3.59,3.73,5.14,10.73,17.6,18.79,18.17,7.77,4,2.84,2.6,4.91,5.36,4.53,4.28,3.78,6.26,8.32
2025-05-17,5.71,7.47,9.19,7.74,9.61,7.87,9.71,12.2,6.1,4.88,7.89,12.22,10.37,9.83,10.76,7.33,6.7,4.5,10.49,6.45,5.02,5.07,5.05,6.96,7.88,8.13
2025-05-18,5.4,5.28,5.07,4.31,5.9,6.07,6.33,7.36,3.01,3.69,5.45,6.7,7.85,12.79,12.7,7.52,4.31,2.24,5,5.55,5.79,5.94,3.75,3.92,5.91,6.4
2025-05-19,2.61,0.91,0.92,1.11,1.69,3.01,3.63,3.26,4,2.9,4.35,5.97,8.92,6.77,5.94,4.24,3.85,10.79,19.45,35.01,34,29.49,17.92,5.26,9,9.35
